iso_codes,n_feat,cwals_new,id,genus,name
urf,11,0.484848485,uhi,Northern Pama-Nyungan,Uradhi
urk,10,0,url,Malayo-Sumbawan,Urak Lawoi'
urt,6,0,urt,Wapei-Palei,Urat
ury,2,0.5,ory,Orya,Orya
usa,7,1,usr,Eastern Highlands,Usarufa
ute,6.666666667,0.905,cmh,Numic,Chemehuevi
uur,4,0.5,ura,Oceanic,Ura
uwa,8,0.375,knc,Northern Pama-Nyungan,Kugu Nganhcara
uzn,13,0.769230769,kym,Turkic,Krymchak
uzs,13,0.769230769,NA,NA,NA
vag,1,0,vag,Southern-Central Gur,Vagla
vai,11,0.181818182,vai,Western Mande,Vai
vam,5,0.166666667,dum,Western Skou,Dumo
van,10,0.3,wal,Wapei-Palei,Walman
var,3,0.666666667,grj,Tarahumaran,Guarijío
vay,11,0.636363636,hay,Mahakiranti,Hayu
ven,3,1,ven,Bantoid,Venda
vie,27,0.059259259,vie,Viet-Muong,Vietnamese
viv,3,1,idn,Oceanic,Iduna
vma,23,0.5,mrt,Western Pama-Nyungan,Martuthunira
vnm,3,0.333333333,vnm,Oceanic,Vinmavis
vot,3,0.666666667,vot,Finnic,Votic
waa,8,0.875,NA,NA,NA
wac,3,0.944444444,cku,Chinookan,Chinook (Upper)
wal,9,0.777777778,wly,North Omotic,Wolaytta
wam,2,1,mtt,Algonquian,Massachusett
wao,11,0.636363636,wap,Wappo,Wappo
waq,4,0.75,wag,NA,Wagiman
war,1,1,wwy,Greater Central Philippine,Waray-Waray
was,9,0.925925926,was,NA,Washo
wau,1,1,wur,Central Arawakan,Waurá
waw,4,0.75,wai,Cariban,Wai Wai
wax,2,1,wtm,Lower Ramu,Watam
way,1,0,wyn,Cariban,Wayana
wba,21,0.590702948,wra,NA,Warao
wbj,1,0.25,agw,Southern Cushitic,Alagwa
wbl,8,0.5,wak,Iranian,Wakhi
wbp,8,0.75,wrl,Western Pama-Nyungan,Warlpiri
wbv,10,0.733333333,wat,Western Pama-Nyungan,Watjarri
wdj,2.5,0.5,bac,Anson Bay,Bachamal
wed,5,0.8,wed,Oceanic,Wedau
wgi,7,0.571428571,NA,NA,NA
wgu,7,0.285714286,wir,Central Pama-Nyungan,Wirangu
wgy,7,0.571428571,wrg,Northern Pama-Nyungan,Warrgamay
whg,7,0.571428571,NA,NA,NA
wib,6,0.5,tou,Tusia,Southern Toussian
wic,23,0.608695652,wic,Caddoan,Wichita
wig,1,1,wn,Northern Pama-Nyungan,Wik Ngathana
wim,5,0.8,wmu,Northern Pama-Nyungan,Wik Munkan
wiv,7,0.142857143,NA,NA,NA
wiy,10,0.433333333,wiy,Wiyot,Wiyot
wlg,1,1,gnb,Gunwinygic,Gunbalang
wlo,6,0.388888889,wlo,Celebic,Wolio
wls,1,0,wll,Oceanic,Wallisian
wmb,17,0.580812325,wam,Wambayan,Wambaya
wme,5,0.4,wme,Mahakiranti,Wambule
wms,10,0.65,wbn,Awju-Dumut,Wambon
wmt,2,0,wlm,Western Pama-Nyungan,Walmatjari
wnd,7,0.904761905,wrn,Warndarang,Warndarang
wng,11,0.454545455,NA,NA,NA
wnu,14,0.464285714,usa,Madang,Usan
wnw,10,0.726190476,win,Wintuan,Wintu
woe,11,0.181818182,wol,Oceanic,Woleaian
wog,2,0.5,wog,Upper Sepik,Wogamusin
woi,1,1,woi,Greater Alor,Woisika
wol,17,0.254901961,wlf,Wolof,Wolof
wos,2,1,hhu,Ndu,Hanga Hundi
wra,6,0.333333333,brp,Warapu,Barupu
wrk,7,0.476190476,grr,Garrwan,Garrwa
wro,7,0.333333333,wor,Worrorran,Worora
wrr,18,0.71984127,wrd,Yangmanic,Wardaman
wrs,1,0,wrs,Border,Waris
wrz,6,0.666666667,wry,Warayic,Waray (in Australia)
wsa,3,0.333333333,wrm,South Halmahera - West New Guinea,Warembori
wsk,10,0.483333333,wsk,Madang,Waskia
wti,7,1,ber,NA,Berta
wwr,7,0.857142857,wrw,Nyulnyulan,Warrwa
wya,4,0.75,wya,Northern Iroquoian,Wyandot
wyb,27,0.475485009,ngi,Southeastern Pama-Nyungan,Ngiyambaa
xac,5,1,kac,Bodo-Garo,Kachari
xal,7.5,0.833333333,kiq,Mongolic,Kalmyk (Issyk-Kul)
xam,1,0,xam,Tu,/Xam
xas,8,0.875,kms,Samoyedic,Kamass
xav,7,0.285714286,xav,Ge-Kaingang,Xavánte
xaw,7,0.857142857,kws,Numic,Kawaiisu
xbi,8,0.125,xbi,Kombio-Arapesh,Kombio
xbr,9,0.333333333,kam,Central Malayo-Polynesian,Kambera
xch,1,1,cmk,Chimakuan,Chemakum
xcw,6,1,coa,Coahuiltecan,Coahuilteco
xed,3,0.866666667,hdi,Biu-Mandara,Hdi
xer,1,1,xer,Ge-Kaingang,Xerénte
xho,10,0.6,xho,Bantoid,Xhosa
xmm,2,0,mds,Malayo-Sumbawan,Manadonese
xmu,1,1,kmw,Eastern Daly,Kamu
xnz,2,1,nku,Nubian,Nubian (Kunuz)
xok,1,0,xok,Ge-Kaingang,Xokleng
xom,6,0.5,kom,Koman,Komo
xpe,3,0.333333333,kpe,Western Mande,Kpelle
xra,3,1,krh,Ge-Kaingang,Krahô
xsi,9,0.333333333,sio,Oceanic,Sio
xsl,25,0.48,slv,Athapaskan,Slavey
xsq,4,1,NA,NA,NA
xsr,3,1,she,Bodic,Sherpa
xsu,22,0.158008658,snm,Yanomam,Sanuma
xtc,5.5,0.55,kad,Kadugli,Kadugli
xub,5,0.8,bkb,Southern Dravidian,Betta Kurumba
xuo,1,0,klk,Mbumic,Koh (Lakka)
xuu,3,0.666666667,kxo,Khoe-Kwadi,Kxoe
xwg,8,0.5,koe,Surmic,Koegu
xwk,1,1,wan,Central Pama-Nyungan,Wangkumara
yaa,4,1,yam,Panoan,Yaminahua
yad,23,0.514492754,yag,Peba-Yaguan,Yagua
yae,1,1,yrr,NA,Yaruro
yag,3,0.666666667,yah,Yámana,Yahgan
yah,1,0.25,yaz,Iranian,Yazgulyam
yak,8,0.875,NA,NA,NA
yao,3,1,yao,Bantoid,Yao (in Malawi)
yap,12,0.208333333,yap,Yapese,Yapese
yaq,26,0.518315018,yaq,Cahita,Yaqui
ybi,1,1,ybi,Mahakiranti,Yamphu
ycn,2,1,ycn,Inland Northern Arawakan,Yucuna
yee,20,0.675,yim,Lower Sepik,Yimas
yey,1,1,yey,Bantoid,Yeyi
ygr,10.5,0.848544974,hua,Eastern Highlands,Hua
yia,9,0.777777778,yng,Western Pama-Nyungan,Yingkarta
yii,21,0.326530612,yid,Northern Pama-Nyungan,Yidiny
yij,9,0.777777778,yin,Western Pama-Nyungan,Yindjibarndi
ykg,5,1,ytu,Yukaghir,Yukaghir (Tundra)
yky,1,0,ykm,Ubangi,Yakoma
yle,7,0.714285714,yel,Yele,Yelî Dnye
yli,1,0,yli,Dani,Yali
ynd,5,0.8,inn,Central Pama-Nyungan,Innamincka
ynn,1,0,yan,Yana,Yana
yns,2,0.5,yns,Bantoid,Yansi
yok,9.666666667,0.554978355,wik,Yokuts,Wikchamni
yon,3,0.333333333,kti,Ok,"Kati (in West Papua, Indonesia)"
yor,28,0.110714286,yor,Defoid,Yoruba
yrb,7,0.857142857,yar,Yareban,Yareba
yrk,12,0.598861284,nen,Samoyedic,Nenets (Forest)
yss,5,0.333333333,yes,Tama Sepik,Yessan-Mayo
yua,4,0.5,yct,Mayan,Yucatec
yuc,17,0.62745098,yuc,NA,Yuchi
yue,16,0.125,cnt,Chinese,Cantonese
yuf,9,0.888888889,hav,Yuman,Havasupai
yuj,1,0,kyr,Eastern Pauwasi,Karkar-Yuri
yul,4.5,0.9,big,Bongo-Bagirmi,Binga
yum,1,1,que,Yuman,Quechan
yur,21,0.5,yur,Yurok,Yurok
yux,26,0.571428571,yko,Yukaghir,Yukaghir (Kolyma)
yuy,4,0.75,shy,Mongolic,Shira Yughur
yva,1,0.5,yaw,NA,Yawa
ywr,2,0.8,ywr,Nyulnyulan,Yawuru
ywt,10,0,lal,Burmese-Lolo,Lalo
yyr,1,1,yir,Northern Pama-Nyungan,Yir Yoront
zab,1,1,zsq,Zapotecan,Zapotec (San Lucas Quiaviní)
zag,9,0.666666667,zag,Eastern Saharan,Beria
zai,10,0.4,zai,Zapotecan,Zapotec (Isthmus)
zav,4,0.75,zya,Zapotecan,Zapotec (Yatzachi)
zaw,7,1,zap,Zapotecan,Zapotec (Mitla)
zay,9,0.777777778,zay,North Omotic,Zayse
zen,2,1,zen,Berber,Zenaga
zga,4,1,kga,Bantoid,Kinga
zgb,7,0.142857143,zhn,Kam-Tai,Zhuang (Northern)
zik,1,1,zim,Marind,Zimakani
zkk,1,0,kkw,NA,Karankawa
zmc,10,0.6,mny,Northern Pama-Nyungan,Margany
zml,1,0,mdl,Eastern Daly,Matngele
zmr,17,0.294117647,mku,Wagaydy,Maranungku
zmt,1,1,mrr,Bringen,Maringarr
zmu,5,0.8,mrw,Southeastern Pama-Nyungan,Muruwari
zne,7,0.964285714,zan,Ubangi,Zande
zoc,13.5,0.717640693,zqc,Mixe-Zoque,Zoque (Copainalá)
zoh,4,0.5,zch,Mixe-Zoque,Zoque (Chimalapa)
zpi,1,0,zaq,Zapotecan,Zapotec (Quiegolani)
zpq,6,0.5,zzo,Zapotecan,Zapotec (Zoogocho)
zro,5,1,zpr,Zaparoan,Zaparo
zrs,3,1,mrs,Mairasi-Tanahmerah,Mairasi
zul,27,0.648148148,zno,Bantoid,Zulu (Northern)
zun,16,0.395833333,zun,NA,Zuni
NA,3.647058824,0.652295009,aab,Kombio-Arapesh,Arapesh (Abu)
