"","word","freq","logfreq","mlu","wordcount","args"
"4933","leva'",3.40078217990138e-06,-12.5915050998881,6,5,"Italian"
"4934","levacelo",3.40078217990138e-06,-12.5915050998881,10,8,"Italian"
"4935","levagliela",6.80156435980275e-06,-11.8983579193282,12,10,"Italian"
"4936","levaglielo",3.40078217990138e-06,-12.5915050998881,2,10,"Italian"
"4937","levala",3.40078217990138e-06,-12.5915050998881,2,6,"Italian"
"4938","levalo",1.70039108995069e-05,-10.982067187454,7.6,6,"Italian"
"4939","levano",1.02023465397041e-05,-11.49289281122,4,6,"Italian"
"4940","levare",6.80156435980276e-05,-9.59577282633411,7,6,"Italian"
"4941","levargli",3.40078217990138e-06,-12.5915050998881,11,8,"Italian"
"4942","levarli",6.80156435980275e-06,-11.8983579193282,4.5,7,"Italian"
"4943","levarlo",3.40078217990138e-06,-12.5915050998881,3,7,"Italian"
"4944","levarmi",6.80156435980275e-06,-11.8983579193282,5.5,7,"Italian"
"4945","levarsi",3.40078217990138e-06,-12.5915050998881,7,7,"Italian"
"4946","levartela",3.40078217990138e-06,-12.5915050998881,7,9,"Italian"
"4947","levata",1.02023465397041e-05,-11.49289281122,9.33333333333333,6,"Italian"
"4948","levate",3.40078217990138e-06,-12.5915050998881,4,6,"Italian"
"4949","levatelo",3.40078217990138e-06,-12.5915050998881,3,8,"Italian"
"4950","levati",2.04046930794083e-05,-10.79974563066,5.83333333333333,6,"Italian"
"4951","levato",3.74086039789152e-05,-10.1936098270897,10.2727272727273,6,"Italian"
"4952","levava",1.02023465397041e-05,-11.49289281122,10.6666666666667,6,"Italian"
"4953","levavo",3.40078217990138e-06,-12.5915050998881,10,6,"Italian"
"4954","leve",3.40078217990138e-06,-12.5915050998881,8,4,"Italian"
"4955","levi",3.40078217990138e-05,-10.2889200068941,7.9,4,"Italian"
"4956","leviamo",1.70039108995069e-05,-10.982067187454,4.6,7,"Italian"
"4957","leviamolo",6.80156435980275e-06,-11.8983579193282,9,9,"Italian"
"4958","levo",3.74086039789152e-05,-10.1936098270897,6.54545454545455,4,"Italian"
"4959","lezione",1.70039108995069e-05,-10.982067187454,10.6,7,"Italian"
"4960","li",0.0022207107634756,-6.10992797061167,8.28177641653905,2,"Italian"
"4961","lí",3.40078217990138e-06,-12.5915050998881,3,2,"Italian"
"4962","lì",0.00241115456555008,-6.02764957335597,6.95486600846262,2,"Italian"
"4963","li'",6.80156435980275e-06,-11.8983579193282,12,3,"Italian"
"4964","lia",3.40078217990138e-06,-12.5915050998881,1,3,"Italian"
"4965","libera",6.80156435980275e-06,-11.8983579193282,9,6,"Italian"
"4966","liberano",1.70039108995069e-05,-10.982067187454,14,8,"Italian"
"4967","liberare",1.70039108995069e-05,-10.982067187454,21.4,8,"Italian"
"4968","liberarle",3.40078217990138e-06,-12.5915050998881,7,9,"Italian"
"4969","liberarti",3.40078217990138e-06,-12.5915050998881,5,9,"Italian"
"4970","liberata",3.40078217990138e-06,-12.5915050998881,2,8,"Italian"
"4971","liberatelo",3.40078217990138e-06,-12.5915050998881,1,10,"Italian"
"4972","liberatemi",6.80156435980275e-06,-11.8983579193282,33,10,"Italian"
"4973","liberati",3.40078217990138e-06,-12.5915050998881,11,8,"Italian"
"4974","liberato",2.38054752593096e-05,-10.6455949508328,10.5714285714286,8,"Italian"
"4975","liberi",6.80156435980275e-06,-11.8983579193282,6.5,6,"Italian"
"4976","libero",6.80156435980275e-06,-11.8983579193282,5.5,6,"Italian"
"4977","libertà",3.40078217990138e-06,-12.5915050998881,6,7,"Italian"
"4978","libr",3.40078217990138e-06,-12.5915050998881,2,4,"Italian"
"4979","libreria",6.80156435980275e-06,-11.8983579193282,5.5,8,"Italian"
"4980","libretti",0.000105424247576943,-9.15751789540296,6.70967741935484,8,"Italian"
"4981","librettini",6.80156435980275e-06,-11.8983579193282,5,10,"Italian"
"4982","librettino",2.04046930794083e-05,-10.79974563066,10.3333333333333,10,"Italian"
"4983","libretto",0.000533922802244516,-7.53525929453979,7.43949044585987,8,"Italian"
"4984","libri",0.000139432069375956,-8.87793303318379,7.85365853658537,5,"Italian"
"4985","librini",3.40078217990138e-06,-12.5915050998881,7,7,"Italian"
"4986","librino",0.000170039108995069,-8.67948209445996,8.78,7,"Italian"
"4987","libro",0.000710763475599388,-7.24917084792329,7.58851674641148,5,"Italian"
"4988","librone",2.7206257439211e-05,-10.5120635582083,9.75,7,"Italian"
"4989","Licia",1.70039108995069e-05,-10.982067187454,15.2,5,"Italian"
"4990","Lida",3.40078217990138e-06,-12.5915050998881,8,4,"Italian"
"4991","Lidia",3.40078217990138e-06,-12.5915050998881,10,5,"Italian"
"4992","Lignano",3.74086039789152e-05,-10.1936098270897,11.5454545454545,7,"Italian"
"4993","lila",6.80156435980276e-05,-9.59577282633411,3.7,4,"Italian"
"4994","Lilla",1.02023465397041e-05,-11.49289281122,2.66666666666667,5,"Italian"
"4995","lilli",3.40078217990138e-06,-12.5915050998881,4,5,"Italian"
"4996","Lilli",1.02023465397041e-05,-11.49289281122,3,5,"Italian"
"4997","lima",3.40078217990138e-06,-12.5915050998881,11,4,"Italian"
"4998","limali",3.40078217990138e-06,-12.5915050998881,2,6,"Italian"
"4999","lime",3.40078217990138e-06,-12.5915050998881,15,4,"Italian"
"5000","limite",3.40078217990138e-06,-12.5915050998881,15,6,"Italian"
"5001","limone",8.16187723176331e-05,-9.41345126954016,7.41666666666667,6,"Italian"
"5002","linda",3.40078217990138e-06,-12.5915050998881,1,5,"Italian"
"5003","Linda",0.000248257099132801,-8.30104565873971,4.9041095890411,5,"Italian"
"5004","line",3.40078217990138e-06,-12.5915050998881,3,4,"Italian"
"5005","linea",6.80156435980275e-06,-11.8983579193282,4,5,"Italian"
"5006","lingua",8.84203366774358e-05,-9.33340856186662,8.88461538461539,6,"Italian"
"5007","linguaccia",1.70039108995069e-05,-10.982067187454,5.6,10,"Italian"
"5008","linguetta",6.80156435980275e-06,-11.8983579193282,7.5,9,"Italian"
"5009","lino",3.40078217990138e-06,-12.5915050998881,3,4,"Italian"
"5010","Lippo",3.40078217990138e-06,-12.5915050998881,5,5,"Italian"
"5011","liquerizia",3.40078217990138e-06,-12.5915050998881,2,10,"Italian"
"5012","liquirizia",6.80156435980275e-06,-11.8983579193282,10.5,10,"Italian"
"5013","lire",1.02023465397041e-05,-11.49289281122,6.33333333333333,4,"Italian"
"5014","Lisa",3.40078217990138e-05,-10.2889200068941,4.2,4,"Italian"
"5015","lista",3.40078217990138e-06,-12.5915050998881,6,5,"Italian"
"5016","listo",3.40078217990138e-06,-12.5915050998881,4,5,"Italian"
"5017","litiga",3.40078217990138e-06,-12.5915050998881,23,6,"Italian"
"5018","litigando",6.80156435980275e-06,-11.8983579193282,4.5,9,"Italian"
"5019","litigano",3.40078217990138e-06,-12.5915050998881,7,8,"Italian"
"5020","litigare",6.80156435980275e-06,-11.8983579193282,2,8,"Italian"
"5021","litigati",3.40078217990138e-06,-12.5915050998881,7,8,"Italian"
"5022","litighi",6.80156435980275e-06,-11.8983579193282,5,7,"Italian"
"5023","livello",6.80156435980275e-06,-11.8983579193282,5.5,7,"Italian"
"5024","Livia",6.80156435980275e-06,-11.8983579193282,5,5,"Italian"
"5025","livornese",3.40078217990138e-06,-12.5915050998881,6,9,"Italian"
"5026","Livorno",6.80156435980275e-06,-11.8983579193282,16.5,7,"Italian"
"5027","ll",3.40078217990138e-06,-12.5915050998881,3,2,"Italian"
"5028","lla",3.40078217990138e-06,-12.5915050998881,4,3,"Italian"
"5029","llaria",3.40078217990138e-06,-12.5915050998881,3,6,"Italian"
"5030","llata",3.40078217990138e-06,-12.5915050998881,1,5,"Italian"
"5031","llato",3.40078217990138e-06,-12.5915050998881,12,5,"Italian"
"5032","llo",3.40078217990138e-06,-12.5915050998881,1,3,"Italian"
"5033","lo",0.0091242985886754,-4.69681424946248,7.49049571375326,2,"Italian"
"5034","lo ho",3.40078217990138e-06,-12.5915050998881,3,5,"Italian"
"5035","locomotiva",5.4412514878422e-05,-9.81891637764832,6,10,"Italian"
"5036","logica",3.40078217990138e-06,-12.5915050998881,12,6,"Italian"
"5037","loi",3.40078217990138e-06,-12.5915050998881,3,3,"Italian"
"5038","Lola",1.70039108995069e-05,-10.982067187454,5.8,4,"Italian"
"5039","Lollo",1.02023465397041e-05,-11.49289281122,7.66666666666667,5,"Italian"
"5040","Lolo",3.40078217990138e-06,-12.5915050998881,2,4,"Italian"
"5041","Lololo",1.70039108995069e-05,-10.982067187454,5.8,6,"Italian"
"5042","lombrico",3.40078217990138e-06,-12.5915050998881,6,8,"Italian"
"5043","long",1.70039108995069e-05,-10.982067187454,9,4,"Italian"
"5044","lontana",1.02023465397041e-05,-11.49289281122,3.66666666666667,7,"Italian"
"5045","lontananza",3.40078217990138e-06,-12.5915050998881,19,10,"Italian"
"5046","lontani",6.80156435980275e-06,-11.8983579193282,10.5,7,"Italian"
"5047","lontanissimo",3.40078217990138e-06,-12.5915050998881,4,12,"Italian"
"5048","lontano",5.10117326985207e-05,-9.88345489878589,6.86666666666667,7,"Italian"
"5049","Lorena",9.86226832171399e-05,-9.22420926990163,7.72413793103448,6,"Italian"
"5050","Lorenza",3.40078217990138e-06,-12.5915050998881,23,7,"Italian"
"5051","Lorenzo",0.000248257099132801,-8.30104565873971,3.6986301369863,7,"Italian"
"5052","Lori",6.80156435980275e-06,-11.8983579193282,16,4,"Italian"
"5053","Loriano",3.40078217990138e-06,-12.5915050998881,6,7,"Italian"
"5054","loro",0.000472708723006291,-7.65703116675741,9.7410071942446,4,"Italian"
"5055","Lorolo",5.78132970583234e-05,-9.75829175583189,5.64705882352941,6,"Italian"
"5056","lotta",4.42101683387179e-05,-10.0265557424266,6.53846153846154,5,"Italian"
"5057","lu",1.02023465397041e-05,-11.49289281122,9.66666666666667,2,"Italian"
"5058","Luca",0.000207447712973984,-8.48063123571479,7.37704918032787,4,"Italian"
"5059","luce",0.000275463356572012,-8.19705594521566,6.64197530864198,4,"Italian"
"5060","Luce",1.02023465397041e-05,-11.49289281122,5.33333333333333,4,"Italian"
"5061","lucertola",2.38054752593096e-05,-10.6455949508328,5.71428571428571,9,"Italian"
"5062","lucertole",3.40078217990138e-06,-12.5915050998881,4,9,"Italian"
"5063","luci",7.48172079578303e-05,-9.50046264652979,6.5,4,"Italian"
"5064","Lucia",1.70039108995069e-05,-10.982067187454,7.2,5,"Italian"
"5065","lucida",3.40078217990138e-06,-12.5915050998881,5,6,"Italian"
"5066","lucidatrice",3.40078217990138e-06,-12.5915050998881,7,11,"Italian"
"5067","lucina",3.40078217990138e-06,-12.5915050998881,8,6,"Italian"
"5068","luglio",3.40078217990138e-06,-12.5915050998881,13,6,"Italian"
"5069","lui",0.00120047610950519,-6.72503704295481,9.91218130311615,3,"Italian"
"5070","Luigina",3.40078217990138e-06,-12.5915050998881,9,7,"Italian"
"5071","Luilida",3.40078217990138e-06,-12.5915050998881,5,7,"Italian"
"5072","Luisa",6.80156435980275e-06,-11.8983579193282,3.5,5,"Italian"
"5073","luisteren",3.40078217990138e-06,-12.5915050998881,5,9,"Italian"
"5074","Lulli",6.80156435980275e-06,-11.8983579193282,11,5,"Italian"
"5075","Lùlli",1.02023465397041e-05,-11.49289281122,7.33333333333333,5,"Italian"
"5076","Lullo",2.04046930794083e-05,-10.79974563066,4.33333333333333,5,"Italian"
"5077","Lulù",3.40078217990138e-06,-12.5915050998881,12,4,"Italian"
"5078","Lulu'",6.80156435980275e-06,-11.8983579193282,11.5,5,"Italian"
"5079","lumaca",0.000125828940656351,-8.98058718724388,5.56756756756757,6,"Italian"
"5080","lumache",2.7206257439211e-05,-10.5120635582083,6.375,7,"Italian"
"5081","lumachina",2.04046930794083e-05,-10.79974563066,8.16666666666667,9,"Italian"
"5082","luna",0.000176840673354872,-8.64026138130667,5.73076923076923,4,"Italian"
"5083","lunapark",2.04046930794083e-05,-10.79974563066,9.16666666666667,8,"Italian"
"5084","lunedà",3.40078217990138e-06,-12.5915050998881,8,6,"Italian"
"5085","lunedì",3.40078217990138e-06,-12.5915050998881,7,6,"Italian"
"5086","lunga",9.52219010372386e-05,-9.2593005897129,8.60714285714286,5,"Italian"
"5087","lunghe",4.08093861588165e-05,-10.1065984501001,8.66666666666667,6,"Italian"
"5088","lunghette",3.40078217990138e-06,-12.5915050998881,3,9,"Italian"
"5089","lunghi",6.80156435980276e-05,-9.59577282633411,5.75,6,"Italian"
"5090","lungo",0.00022105084169359,-8.41711782999247,7.83076923076923,5,"Italian"
"5091","lupa",3.40078217990138e-06,-12.5915050998881,25,4,"Italian"
"5092","Lupetto",2.04046930794083e-05,-10.79974563066,15.5,7,"Italian"
"5093","lupi",3.40078217990138e-05,-10.2889200068941,9.5,4,"Italian"
"5094","Lupis",6.80156435980275e-06,-11.8983579193282,11.5,5,"Italian"
"5095","lupo",0.000353681346709743,-7.94711420074673,9.16346153846154,4,"Italian"
"5096","Lupo",1.02023465397041e-05,-11.49289281122,10.3333333333333,4,"Italian"
"5097","lustra",3.40078217990138e-06,-12.5915050998881,3,6,"Italian"
"5098","lustrose",3.40078217990138e-06,-12.5915050998881,10,8,"Italian"
"5099","m",1.70039108995069e-05,-10.982067187454,4.2,1,"Italian"
"5100","m'",3.74086039789152e-05,-10.1936098270897,10.8181818181818,2,"Italian"
"5101","m'era",3.40078217990138e-06,-12.5915050998881,18,5,"Italian"
"5102","ma",0.00801904438020745,-4.82593601879079,8.01696352841391,2,"Italian"
"5103","Ma",1.36031287196055e-05,-11.2052107387682,6,2,"Italian"
"5104","má",3.40078217990138e-06,-12.5915050998881,5,2,"Italian"
"5105","macca",3.40078217990138e-06,-12.5915050998881,4,5,"Italian"
"5106","macché",3.06070396191124e-05,-10.3942805225519,3.88888888888889,6,"Italian"
"5107","macchiata",3.40078217990138e-06,-12.5915050998881,3,9,"Italian"
"5108","macchie",1.36031287196055e-05,-11.2052107387682,8.75,7,"Italian"
"5109","macchina",0.000731168168678796,-7.22086707176044,7.77209302325581,8,"Italian"
"5110","macchine",7.82179901377317e-05,-9.45601088395895,7.91304347826087,8,"Italian"
"5111","macchinetta",3.40078217990138e-06,-12.5915050998881,3,11,"Italian"
"5112","macchinette",3.40078217990138e-06,-12.5915050998881,4,11,"Italian"
"5113","macchinettina",3.40078217990138e-06,-12.5915050998881,8,13,"Italian"
"5114","macchinina",0.000119027376296548,-9.03615703839869,8.37142857142857,10,"Italian"
"5115","macchinine",4.08093861588165e-05,-10.1065984501001,10.5,10,"Italian"
"5116","macchinista",3.40078217990138e-06,-12.5915050998881,9,11,"Italian"
"5117","macchinona",3.40078217990138e-06,-12.5915050998881,3,10,"Italian"
"5118","macchiolina",3.40078217990138e-06,-12.5915050998881,5,11,"Italian"
"5119","macedonia",1.70039108995069e-05,-10.982067187454,9,9,"Italian"
"5120","macellaio",3.40078217990138e-06,-12.5915050998881,4,9,"Italian"
"5121","macello",2.7206257439211e-05,-10.5120635582083,7,7,"Italian"
"5122","machina",3.40078217990138e-06,-12.5915050998881,4,7,"Italian"
"5123","macinano",3.40078217990138e-06,-12.5915050998881,15,8,"Italian"
"5124","macinino",3.40078217990138e-06,-12.5915050998881,20,8,"Italian"
"5125","Maco",3.40078217990138e-06,-12.5915050998881,6,4,"Italian"
"5126","madonna",6.80156435980275e-06,-11.8983579193282,5.5,7,"Italian"
"5127","Madonna",1.36031287196055e-05,-11.2052107387682,5.75,7,"Italian"
"5128","Madonnina",6.80156435980275e-06,-11.8983579193282,6,9,"Italian"
"5129","madre",6.80156435980275e-06,-11.8983579193282,4,5,"Italian"
"5130","Maeco",3.40078217990138e-06,-12.5915050998881,9,5,"Italian"
"5131","maestra",9.86226832171399e-05,-9.22420926990163,8.31034482758621,7,"Italian"
"5132","maestre",2.04046930794083e-05,-10.79974563066,12.6666666666667,7,"Italian"
"5133","maestro",2.04046930794083e-05,-10.79974563066,9.33333333333333,7,"Italian"
"5134","Maforo",3.40078217990138e-06,-12.5915050998881,3,6,"Italian"
"5135","magari",5.4412514878422e-05,-9.81891637764832,11.125,6,"Italian"
"5136","Magenta",3.40078217990138e-06,-12.5915050998881,10,7,"Italian"
"5137","magia",1.70039108995069e-05,-10.982067187454,8.6,5,"Italian"
"5138","magica",1.02023465397041e-05,-11.49289281122,11.3333333333333,6,"Italian"
"5139","magici",3.40078217990138e-06,-12.5915050998881,4,6,"Italian"
"5140","magico",1.36031287196055e-05,-11.2052107387682,15.75,6,"Italian"
"5141","maglia",3.40078217990138e-05,-10.2889200068941,9.9,6,"Italian"
"5142","maglietta",6.46148614181262e-05,-9.64706612072166,8.94736842105263,9,"Italian"
"5143","magliettina",3.40078217990138e-06,-12.5915050998881,5,11,"Italian"
"5144","maglina",6.80156435980275e-06,-11.8983579193282,11,7,"Italian"
"5145","magline",3.40078217990138e-06,-12.5915050998881,3,7,"Italian"
"5146","maglioncino",1.02023465397041e-05,-11.49289281122,3.66666666666667,11,"Italian"
"5147","maglione",3.40078217990138e-06,-12.5915050998881,4,8,"Italian"
"5148","magra",3.40078217990138e-06,-12.5915050998881,4,5,"Italian"
"5149","magro",1.36031287196055e-05,-11.2052107387682,9,5,"Italian"
"5150","mah",0.000258459445672505,-8.26077175960177,5.23684210526316,3,"Italian"
"5151","mäh",3.40078217990138e-06,-12.5915050998881,1,3,"Italian"
"5152","mai",0.000510117326985207,-7.58086980579185,8.78666666666667,3,"Italian"
"5153","Maia",2.04046930794083e-05,-10.79974563066,8.16666666666667,4,"Italian"
"5154","maiala",3.40078217990138e-06,-12.5915050998881,2,6,"Italian"
"5155","maiale",0.000108825029756844,-9.12576919708838,4.15625,6,"Italian"
"5156","maiali",5.78132970583234e-05,-9.75829175583189,7.64705882352941,6,"Italian"
"5157","maialini",0.000119027376296548,-9.03615703839869,7.51428571428571,8,"Italian"
"5158","maialino",0.000251657881312702,-8.28744000668393,6.55405405405405,8,"Italian"
"5159","maialone",3.40078217990138e-06,-12.5915050998881,6,8,"Italian"
"5160","Maio",3.40078217990138e-06,-12.5915050998881,6,4,"Italian"
"5161","mais",2.7206257439211e-05,-10.5120635582083,5.5,4,"Italian"
"5162","mal",2.04046930794083e-05,-10.79974563066,11.6666666666667,3,"Italian"
"5163","malandrini",3.40078217990138e-06,-12.5915050998881,2,10,"Italian"
"5164","malandrino",6.80156435980275e-06,-11.8983579193282,12,10,"Italian"
"5165","malanno",3.40078217990138e-06,-12.5915050998881,6,7,"Italian"
"5166","malata",3.74086039789152e-05,-10.1936098270897,6.45454545454545,6,"Italian"
"5167","malati",1.02023465397041e-05,-11.49289281122,10.6666666666667,6,"Italian"
"5168","malato",1.36031287196055e-05,-11.2052107387682,4.25,6,"Italian"
"5169","malattia",1.02023465397041e-05,-11.49289281122,9,8,"Italian"
"5170","malattie",3.40078217990138e-06,-12.5915050998881,4,8,"Italian"
"5171","maldestra",3.40078217990138e-06,-12.5915050998881,6,9,"Italian"
"5172","male",0.000680156435980275,-7.29318773334007,7.23,4,"Italian"
"5173","maleducato",1.70039108995069e-05,-10.982067187454,8.6,10,"Italian"
"5174","Malefica",3.40078217990138e-06,-12.5915050998881,8,8,"Italian"
"5175","malga",3.40078217990138e-06,-12.5915050998881,4,5,"Italian"
"5176","Malina",3.40078217990138e-06,-12.5915050998881,1,6,"Italian"
"5177","malino",3.40078217990138e-06,-12.5915050998881,12,6,"Italian"
"5178","mallo",6.80156435980275e-06,-11.8983579193282,4,5,"Italian"
"5179","maltrattati",3.40078217990138e-06,-12.5915050998881,7,11,"Italian"
"5180","malventi",6.80156435980275e-06,-11.8983579193282,2,8,"Italian"
"5181","Malventi",1.36031287196055e-05,-11.2052107387682,2.75,8,"Italian"
"5182","mam",3.40078217990138e-06,-12.5915050998881,1,3,"Italian"
"5183","mama",1.02023465397041e-05,-11.49289281122,3.66666666666667,4,"Italian"
"5184","mamissa",3.40078217990138e-06,-12.5915050998881,8,7,"Italian"
"5185","mamma",0.0049447372895766,-5.30943144179464,7.54951856946355,5,"Italian"
"5186","Mamma",6.80156435980275e-06,-11.8983579193282,8,5,"Italian"
"5187","Mamma_Rita",1.36031287196055e-05,-11.2052107387682,2.75,10,"Italian"
"5188","mamma+mia",8.50195544975344e-05,-9.3726292750199,3.04,9,"Italian"
"5189","mammamia",1.02023465397041e-05,-11.49289281122,6,8,"Italian"
"5190","mammamìa",3.40078217990138e-06,-12.5915050998881,2,8,"Italian"
"5191","mamme",2.38054752593096e-05,-10.6455949508328,9.57142857142857,5,"Italian"
"5192","mammina",1.36031287196055e-05,-11.2052107387682,7.25,7,"Italian"
"5193","mammite",3.40078217990138e-06,-12.5915050998881,6,7,"Italian"
"5194","mammma",3.40078217990138e-06,-12.5915050998881,13,6,"Italian"
"5195","Mammolo",2.04046930794083e-05,-10.79974563066,3.33333333333333,7,"Italian"
"5196","mammone",3.40078217990138e-06,-12.5915050998881,1,7,"Italian"
"5197","man",6.80156435980275e-06,-11.8983579193282,18.5,3,"Italian"
"5198","manca",0.000302669614011223,-8.10286873015596,7.68539325842697,5,"Italian"
"5199","mancano",6.80156435980276e-05,-9.59577282633411,7.35,7,"Italian"
"5200","mancante",3.40078217990138e-06,-12.5915050998881,5,8,"Italian"
"5201","mancare",6.80156435980275e-06,-11.8983579193282,4,7,"Italian"
"5202","mancato",1.36031287196055e-05,-11.2052107387682,6.25,7,"Italian"
"5203","mancava",1.36031287196055e-05,-11.2052107387682,9.75,7,"Italian"
"5204","mancavano",6.80156435980275e-06,-11.8983579193282,10,9,"Italian"
"5205","mancherá",3.40078217990138e-06,-12.5915050998881,3,8,"Italian"
"5206","manda",5.78132970583234e-05,-9.75829175583189,10.7058823529412,5,"Italian"
"5207","manda'",3.40078217990138e-06,-12.5915050998881,10,6,"Italian"
"5208","mandala",1.02023465397041e-05,-11.49289281122,3.66666666666667,7,"Italian"
"5209","mandalo",1.70039108995069e-05,-10.982067187454,6,7,"Italian"
"5210","mandano",1.70039108995069e-05,-10.982067187454,14.6,7,"Italian"
"5211","mandare",3.40078217990138e-06,-12.5915050998881,24,7,"Italian"
"5212","mandarino",1.70039108995069e-05,-10.982067187454,2.4,9,"Italian"
"5213","mandarli",3.40078217990138e-06,-12.5915050998881,3,8,"Italian"
"5214","mandarlo",3.40078217990138e-06,-12.5915050998881,8,8,"Italian"
"5215","mandato",1.36031287196055e-05,-11.2052107387682,6.75,7,"Italian"
"5216","manderà",3.40078217990138e-06,-12.5915050998881,10,7,"Italian"
"5217","manderò",3.40078217990138e-06,-12.5915050998881,24,7,"Italian"
"5218","mandi",3.74086039789152e-05,-10.1936098270897,6.63636363636364,5,"Italian"
"5219","mandiamo",1.70039108995069e-05,-10.982067187454,6.2,8,"Italian"
"5220","mandiamola",6.80156435980275e-06,-11.8983579193282,11,10,"Italian"
"5221","mandiamoli",3.40078217990138e-06,-12.5915050998881,4,10,"Italian"
"5222","mando",1.36031287196055e-05,-11.2052107387682,7.75,5,"Italian"
"5223","mandrandini",3.40078217990138e-06,-12.5915050998881,15,11,"Italian"
"5224","maneggio",3.40078217990138e-06,-12.5915050998881,8,8,"Italian"
"5225","manesca",3.40078217990138e-06,-12.5915050998881,14,7,"Italian"
"5226","mangerà",6.80156435980275e-06,-11.8983579193282,6.5,7,"Italian"
"5227","mangerai",3.40078217990138e-06,-12.5915050998881,5,8,"Italian"
"5228","mangi",0.00029586804965142,-8.12559698123352,5.71264367816092,5,"Italian"
"5229","mangia",0.00115966672334637,-6.75962262260459,6.64516129032258,6,"Italian"
"5230","mangia'",6.80156435980275e-06,-11.8983579193282,7.5,7,"Italian"
"5231","mangiafuoco",6.80156435980275e-06,-11.8983579193282,10,11,"Italian"
"5232","Mangiafuoco",2.04046930794083e-05,-10.79974563066,7.33333333333333,11,"Italian"
"5233","mangiala",3.40078217990138e-06,-12.5915050998881,10,8,"Italian"
"5234","mangiali",3.40078217990138e-06,-12.5915050998881,9,8,"Italian"
"5235","mangialo",1.70039108995069e-05,-10.982067187454,6.2,8,"Italian"
"5236","mangiamo",3.06070396191124e-05,-10.3942805225519,8.33333333333333,8,"Italian"
"5237","mangian",3.40078217990138e-06,-12.5915050998881,3,7,"Italian"
"5238","mangiando",6.12140792382248e-05,-9.70113334199194,8.94444444444444,9,"Italian"
"5239","mangiane",3.40078217990138e-06,-12.5915050998881,9,8,"Italian"
"5240","mangiano",0.00022105084169359,-8.41711782999247,7.98461538461538,8,"Italian"
"5241","mangiar",1.70039108995069e-05,-10.982067187454,12.6,7,"Italian"
"5242","mangiare",0.000877401802414555,-7.03854551496648,8.72480620155039,8,"Italian"
"5243","mangiargliela",3.40078217990138e-06,-12.5915050998881,10,13,"Italian"
"5244","mangiarle",6.80156435980275e-06,-11.8983579193282,3,9,"Italian"
"5245","mangiarli",1.70039108995069e-05,-10.982067187454,5.8,9,"Italian"
"5246","mangiarlo",1.02023465397041e-05,-11.49289281122,3.33333333333333,9,"Italian"
"5247","mangiarmi",3.40078217990138e-06,-12.5915050998881,12,9,"Italian"
"5248","mangiarono",1.36031287196055e-05,-11.2052107387682,3.5,10,"Italian"
"5249","mangiarselo",3.40078217990138e-06,-12.5915050998881,9,11,"Italian"
"5250","mangiarti",3.40078217990138e-06,-12.5915050998881,15,9,"Italian"
"5251","mangiata",4.08093861588165e-05,-10.1065984501001,5.58333333333333,8,"Italian"
"5252","mangiate",3.74086039789152e-05,-10.1936098270897,6.09090909090909,8,"Italian"
"5253","mangiatela",6.80156435980275e-06,-11.8983579193282,5,10,"Italian"
"5254","mangiatelo",3.40078217990138e-06,-12.5915050998881,5,10,"Italian"
"5255","mangiati",2.38054752593096e-05,-10.6455949508328,9.71428571428571,8,"Italian"
"5256","mangiato",0.000289066485291617,-8.14885384339779,7.12941176470588,8,"Italian"
"5257","mangiauna",3.40078217990138e-06,-12.5915050998881,8,9,"Italian"
"5258","mangiava",2.04046930794083e-05,-10.79974563066,10.1666666666667,8,"Italian"
"5259","mangiavano",6.80156435980275e-06,-11.8983579193282,3.5,10,"Italian"
"5260","mangiavi",6.80156435980275e-06,-11.8983579193282,6,8,"Italian"
"5261","mangio",0.000136031287196055,-8.90262564577417,5.85,6,"Italian"
"5262","mangiò",3.40078217990138e-06,-12.5915050998881,4,6,"Italian"
"5263","mani",0.000363883693249447,-7.9186762654262,8.41121495327103,4,"Italian"
"5264","mania",3.40078217990138e-06,-12.5915050998881,4,5,"Italian"
"5265","manica",3.40078217990138e-06,-12.5915050998881,7,6,"Italian"
"5266","maniche",3.40078217990138e-06,-12.5915050998881,8,7,"Italian"
"5267","manichino",3.40078217990138e-06,-12.5915050998881,9,9,"Italian"
"5268","manici",1.02023465397041e-05,-11.49289281122,7,6,"Italian"
"5269","manico",3.40078217990138e-06,-12.5915050998881,6,6,"Italian"
"5270","maniera",1.02023465397041e-05,-11.49289281122,8.33333333333333,7,"Italian"
"5271","manifesto",3.40078217990138e-06,-12.5915050998881,23,9,"Italian"
"5272","maniglia",3.40078217990138e-06,-12.5915050998881,4,8,"Italian"
"5273","maniglie",1.02023465397041e-05,-11.49289281122,14,8,"Italian"
"5274","manina",0.000105424247576943,-9.15751789540296,8.45161290322581,6,"Italian"
"5275","manine",0.000105424247576943,-9.15751789540296,8.16129032258065,6,"Italian"
"5276","mannaggia",1.02023465397041e-05,-11.49289281122,3.66666666666667,9,"Italian"
"5277","mano",0.00064274783200136,-7.34975808482846,8.89417989417989,4,"Italian"
"5278","manò",6.80156435980275e-06,-11.8983579193282,2.5,4,"Italian"
"5279","manone",3.40078217990138e-06,-12.5915050998881,6,6,"Italian"
"5280","manopola",6.80156435980275e-06,-11.8983579193282,4.5,8,"Italian"
"5281","mantella",3.40078217990138e-06,-12.5915050998881,8,8,"Italian"
"5282","Manu",6.80156435980275e-06,-11.8983579193282,2.5,4,"Italian"
