word,wordcount,frequency_word,mlu_word,solo_word,final_word,initial_word,charactercount,language,totalcount
t'apporté,1,1,12,NA,NA,NA,9,French (Quebecois),2043005
vedette,2,2,8.5,NA,2,NA,7,French (Quebecois),2043005
discutes,5,5,6.4,NA,2,NA,8,French (Quebecois),2043005
redevenue,1,1,9,NA,NA,NA,9,French (Quebecois),2043005
volontés,2,2,10.5,NA,NA,NA,8,French (Quebecois),2043005
réussit,4,4,15,NA,NA,NA,7,French (Quebecois),2043005
chauffé,2,2,7,NA,1,NA,7,French (Quebecois),2043005
t'entendre,26,26,8.153846153846153,NA,NA,NA,10,French (Quebecois),2043005
l'essayer,34,34,5.117647058823529,NA,NA,NA,9,French (Quebecois),2043005
glacé,4,4,8,NA,2,NA,5,French (Quebecois),2043005
père_noël,93,93,8.924731182795698,2,46,2,9,French (Quebecois),2043005
mètres,2,2,51.5,NA,1,NA,6,French (Quebecois),2043005
pressait,1,1,3,NA,1,NA,8,French (Quebecois),2043005
père+noël,72,72,6.930555555555555,2,43,2,9,French (Quebecois),2043005
hotte,10,10,6.8,NA,5,NA,5,French (Quebecois),2043005
mordue,8,8,4,1,6,NA,6,French (Quebecois),2043005
électro,1,1,2,NA,1,NA,7,French (Quebecois),2043005
grosseur,3,3,7.666666666666667,NA,2,NA,8,French (Quebecois),2043005
redemander,1,1,4,NA,NA,NA,10,French (Quebecois),2043005
wow,116,116,2.75,76,7,32,3,French (Quebecois),2043005
charge,4,4,12.5,NA,3,NA,6,French (Quebecois),2043005
ouuuuh,1,1,1,1,NA,NA,6,French (Quebecois),2043005
recimenté,1,1,7,NA,NA,NA,9,French (Quebecois),2043005
sauraient,2,2,5,NA,NA,NA,9,French (Quebecois),2043005
craques,1,1,4,NA,1,NA,7,French (Quebecois),2043005
figé,1,1,3,NA,1,NA,4,French (Quebecois),2043005
gêné,8,8,9.25,NA,3,NA,4,French (Quebecois),2043005
réellement,2,2,8,NA,1,NA,10,French (Quebecois),2043005
prunes,21,21,6.761904761904762,NA,10,NA,6,French (Quebecois),2043005
glaçons,7,7,5.428571428571429,NA,4,NA,7,French (Quebecois),2043005
proposé,8,8,10.875,NA,1,NA,7,French (Quebecois),2043005
rafraîchissant,2,2,10,NA,1,NA,14,French (Quebecois),2043005
soignée,2,2,5.5,NA,2,NA,7,French (Quebecois),2043005
t'arrêter,6,6,6,NA,NA,NA,9,French (Quebecois),2043005
freines,3,3,6,NA,1,NA,7,French (Quebecois),2043005
freine,4,4,4.5,1,1,NA,6,French (Quebecois),2043005
pollen,5,5,7.8,NA,3,NA,6,French (Quebecois),2043005
pâquerettes,7,7,8.857142857142858,NA,4,NA,11,French (Quebecois),2043005
reproduisent,2,2,22.5,NA,1,NA,12,French (Quebecois),2043005
jalouse,6,6,4.833333333333333,1,2,NA,7,French (Quebecois),2043005
entrent,3,3,8.666666666666666,NA,1,NA,7,French (Quebecois),2043005
s'assoient,3,3,11.333333333333334,NA,NA,NA,10,French (Quebecois),2043005
assois,2,2,7,NA,NA,NA,6,French (Quebecois),2043005
patapouf,10,10,5.3,1,7,1,8,French (Quebecois),2043005
fassent,7,7,9.571428571428571,NA,1,NA,7,French (Quebecois),2043005
tabliers,3,3,6.666666666666667,NA,2,NA,8,French (Quebecois),2043005
barbouiller,1,1,13,NA,NA,NA,11,French (Quebecois),2043005
réagi,1,1,12,NA,1,NA,5,French (Quebecois),2043005
cuisinier,15,15,7.733333333333333,NA,8,NA,9,French (Quebecois),2043005
attendent,8,8,8.875,NA,3,NA,9,French (Quebecois),2043005
décides,10,10,7.6,NA,4,NA,7,French (Quebecois),2043005
marelle,13,13,8.076923076923077,NA,8,NA,7,French (Quebecois),2043005
sympatique,2,2,5.5,NA,2,NA,10,French (Quebecois),2043005
crains,12,12,4.833333333333333,NA,NA,NA,6,French (Quebecois),2043005
tiens-toi,5,5,4,1,NA,2,9,French (Quebecois),2043005
youpie,28,28,2.5714285714285716,13,9,3,6,French (Quebecois),2043005
t'envoler,4,4,5.25,NA,NA,NA,9,French (Quebecois),2043005
ose,16,16,12.125,NA,NA,NA,3,French (Quebecois),2043005
balance-toi,1,1,5,NA,NA,NA,11,French (Quebecois),2043005
brûlant,6,6,5.333333333333333,1,2,1,7,French (Quebecois),2043005
d'attendre,4,4,11.5,NA,NA,NA,10,French (Quebecois),2043005
dépendante,1,1,6,NA,1,NA,10,French (Quebecois),2043005
m'appeler,3,3,11.333333333333334,NA,NA,NA,9,French (Quebecois),2043005
jacquemin,3,3,12.666666666666666,NA,1,NA,9,French (Quebecois),2043005
t'appeler,14,14,7.928571428571429,NA,NA,NA,9,French (Quebecois),2043005
n'es,3,3,12,NA,NA,NA,4,French (Quebecois),2043005
grand_mamy,2,2,10,NA,NA,NA,10,French (Quebecois),2043005
mensonge,4,4,7.25,NA,3,NA,8,French (Quebecois),2043005
bobards,2,2,2.5,NA,1,NA,7,French (Quebecois),2043005
t'attrapais,2,2,6,NA,NA,NA,11,French (Quebecois),2043005
taquiner,1,1,7,NA,NA,NA,8,French (Quebecois),2043005
degrés,5,5,5,NA,5,NA,6,French (Quebecois),2043005
rattaquer,2,2,4,NA,2,NA,9,French (Quebecois),2043005
rimes,2,2,5.5,NA,2,NA,5,French (Quebecois),2043005
s'arranger,2,2,5,NA,NA,NA,10,French (Quebecois),2043005
allongé,17,17,8.235294117647058,NA,8,2,7,French (Quebecois),2043005
retournait,2,2,11.5,NA,NA,NA,10,French (Quebecois),2043005
coquilles,7,7,8.428571428571429,1,3,NA,9,French (Quebecois),2043005
coquillage,20,20,5.6,2,14,NA,10,French (Quebecois),2043005
pèse-t-elle,1,1,5,NA,NA,NA,11,French (Quebecois),2043005
divisé,1,1,6,NA,NA,NA,6,French (Quebecois),2043005
balancent,4,4,18,NA,NA,NA,9,French (Quebecois),2043005
tchinisse,1,1,3,NA,1,NA,9,French (Quebecois),2043005
maniques,2,2,5,NA,2,NA,8,French (Quebecois),2043005
casseroles,9,9,9.333333333333334,NA,6,NA,10,French (Quebecois),2043005
contenter,1,1,9,NA,NA,NA,9,French (Quebecois),2043005
vidéo,18,18,7.722222222222222,NA,4,1,5,French (Quebecois),2043005
baptisée,1,1,4,NA,1,NA,8,French (Quebecois),2043005
baptise,2,2,5.5,NA,NA,1,7,French (Quebecois),2043005
baptiser,1,1,8,NA,1,NA,8,French (Quebecois),2043005
vaisselles,1,1,9,NA,NA,NA,10,French (Quebecois),2043005
pensez,10,10,6.8,NA,4,NA,6,French (Quebecois),2043005
actuelle,1,1,9,NA,NA,NA,8,French (Quebecois),2043005
étions,1,1,6,NA,NA,NA,6,French (Quebecois),2043005
méditerranée,7,7,5,2,3,NA,12,French (Quebecois),2043005
raccorder,3,3,5.333333333333333,NA,NA,1,9,French (Quebecois),2043005
d'arrosage,3,3,9.666666666666666,NA,NA,NA,10,French (Quebecois),2043005
buanderie,2,2,11.5,NA,1,NA,9,French (Quebecois),2043005
mordant,1,1,4,NA,NA,NA,7,French (Quebecois),2043005
buste,1,1,10,NA,1,NA,5,French (Quebecois),2043005
chardon,4,4,7,NA,3,NA,7,French (Quebecois),2043005
lolita,5,5,11.6,NA,NA,NA,6,French (Quebecois),2043005
flo,3,3,3,NA,3,NA,3,French (Quebecois),2043005
florent,3,3,9,NA,1,NA,7,French (Quebecois),2043005
belge,1,1,6,NA,1,NA,5,French (Quebecois),2043005
belges,2,2,4,NA,2,NA,6,French (Quebecois),2043005
nationalité,1,1,5,NA,NA,NA,11,French (Quebecois),2043005
grands-parents,6,6,14.333333333333334,NA,6,NA,14,French (Quebecois),2043005
trooz,2,2,6.5,NA,NA,NA,5,French (Quebecois),2043005
habitons,1,1,5,NA,NA,NA,8,French (Quebecois),2043005
prénoms,17,17,8.235294117647058,1,8,NA,7,French (Quebecois),2043005
pati,1,1,3,NA,NA,1,4,French (Quebecois),2043005
pato,14,14,4.714285714285714,1,5,2,4,French (Quebecois),2043005
saboule,1,1,1,1,NA,NA,7,French (Quebecois),2043005
sabouillie,7,7,2.4285714285714284,2,3,1,10,French (Quebecois),2043005
sabouilla,4,4,2.75,1,2,NA,9,French (Quebecois),2043005
balouille,1,1,1,1,NA,NA,9,French (Quebecois),2043005
mercille,11,11,1.9090909090909092,8,2,NA,8,French (Quebecois),2043005
sabouillissa,3,3,2,1,1,1,12,French (Quebecois),2043005
mignons,10,10,8.6,NA,3,NA,7,French (Quebecois),2043005
sabouillita,1,1,2,NA,NA,1,11,French (Quebecois),2043005
l'attendent,1,1,8,NA,NA,NA,11,French (Quebecois),2043005
spécial,48,48,7.75,NA,16,3,7,French (Quebecois),2043005
boira,4,4,10.75,NA,NA,NA,5,French (Quebecois),2043005
soirée,29,29,6.551724137931035,NA,20,NA,6,French (Quebecois),2043005
plats,31,31,8.806451612903226,NA,13,NA,5,French (Quebecois),2043005
rapides,2,2,24.5,NA,2,NA,7,French (Quebecois),2043005
cachent,18,18,7.777777777777778,1,2,NA,7,French (Quebecois),2043005
toque,1,1,4,NA,1,NA,5,French (Quebecois),2043005
boulgour,2,2,5,NA,1,NA,8,French (Quebecois),2043005
ouaouh,27,27,2.037037037037037,15,9,3,6,French (Quebecois),2043005
commencée,2,2,14,NA,NA,NA,9,French (Quebecois),2043005
irrites,1,1,7,NA,NA,NA,7,French (Quebecois),2043005
grattant,1,1,7,NA,1,NA,8,French (Quebecois),2043005
drap,18,18,7.555555555555555,NA,11,NA,4,French (Quebecois),2043005
condensation,1,1,5,NA,1,NA,12,French (Quebecois),2043005
s'évapore,1,1,9,NA,NA,NA,9,French (Quebecois),2043005
gouttelettes,1,1,9,NA,1,NA,12,French (Quebecois),2043005
denise,17,17,6.588235294117647,1,10,NA,6,French (Quebecois),2043005
annoncent,3,3,11.333333333333334,NA,NA,NA,9,French (Quebecois),2043005
déchires,23,23,6.6521739130434785,NA,6,NA,8,French (Quebecois),2043005
s'embêtent,1,1,5,NA,NA,NA,10,French (Quebecois),2043005
trésor,36,36,9.305555555555555,NA,19,1,6,French (Quebecois),2043005
lulu,40,40,5.875,1,23,1,4,French (Quebecois),2043005
continué,4,4,9.75,NA,NA,NA,8,French (Quebecois),2043005
verrai,6,6,10.833333333333334,NA,NA,NA,6,French (Quebecois),2043005
l'ennuies,2,2,6.5,NA,NA,NA,9,French (Quebecois),2043005
menteuse,6,6,5.833333333333333,NA,4,NA,8,French (Quebecois),2043005
racontait,4,4,7,NA,2,NA,9,French (Quebecois),2043005
répète-moi,1,1,7,NA,NA,1,10,French (Quebecois),2043005
caraca,1,1,2,NA,1,NA,6,French (Quebecois),2043005
mangées,4,4,9.75,NA,3,NA,7,French (Quebecois),2043005
t'attendent,1,1,3,NA,NA,NA,11,French (Quebecois),2043005
vidais,1,1,6,NA,NA,NA,6,French (Quebecois),2043005
cocue,3,3,5,NA,2,1,5,French (Quebecois),2043005
rembourrées,1,1,3,NA,1,NA,11,French (Quebecois),2043005
bébêtes,1,1,5,NA,NA,NA,7,French (Quebecois),2043005
racheté,4,4,9.5,NA,NA,NA,7,French (Quebecois),2043005
filet+de+saxe,4,4,6,NA,3,NA,13,French (Quebecois),2043005
madame_je_m'en_fous,1,1,7,NA,NA,NA,19,French (Quebecois),2043005
soutien+gorge,2,2,5.5,NA,2,NA,13,French (Quebecois),2043005
rouspètes,1,1,2,NA,1,NA,9,French (Quebecois),2043005
certaines,12,12,15.416666666666666,NA,1,NA,9,French (Quebecois),2043005
bourdon,26,26,4.653846153846154,NA,22,NA,7,French (Quebecois),2043005
bourdons,2,2,7,NA,2,NA,8,French (Quebecois),2043005
chardons,7,7,5.714285714285714,NA,5,1,8,French (Quebecois),2043005
autruche,21,21,4.190476190476191,4,13,1,8,French (Quebecois),2043005
autruches,16,16,8,NA,8,NA,9,French (Quebecois),2043005
francis,1,1,7,NA,NA,NA,7,French (Quebecois),2043005
zabel,1,1,7,NA,NA,NA,5,French (Quebecois),2043005
renfermeras,1,1,8,NA,NA,NA,11,French (Quebecois),2043005
contrarie,1,1,4,NA,1,NA,9,French (Quebecois),2043005
contrariée,2,2,8.5,NA,2,NA,10,French (Quebecois),2043005
mousser,3,3,9.333333333333334,NA,NA,NA,7,French (Quebecois),2043005
trafic,1,1,7,NA,1,NA,6,French (Quebecois),2043005
nic_nacs,1,1,9,NA,1,NA,8,French (Quebecois),2043005
ris,5,5,10,NA,NA,NA,3,French (Quebecois),2043005
kwikwi,1,1,4,NA,1,NA,6,French (Quebecois),2043005
l'écraser,9,9,4.888888888888889,NA,NA,NA,9,French (Quebecois),2043005
t'occupe,2,2,3,NA,NA,NA,8,French (Quebecois),2043005
souhaites,1,1,8,NA,NA,NA,9,French (Quebecois),2043005
offrir,15,15,10.266666666666667,NA,4,NA,6,French (Quebecois),2043005
libres,4,4,8.75,NA,3,NA,6,French (Quebecois),2043005
trébucher,1,1,11,NA,1,NA,9,French (Quebecois),2043005
imprimerie,1,1,6,NA,NA,NA,10,French (Quebecois),2043005
plis,4,4,6,NA,1,NA,4,French (Quebecois),2043005
arrangez,1,1,11,NA,NA,NA,8,French (Quebecois),2043005
bal,5,5,7.2,NA,2,NA,3,French (Quebecois),2043005
préoccupe,1,1,7,NA,1,NA,9,French (Quebecois),2043005
l'appelait,5,5,11,NA,NA,NA,10,French (Quebecois),2043005
geoffrey,2,2,3.5,1,1,NA,8,French (Quebecois),2043005
autocollants,25,25,8.56,NA,8,NA,12,French (Quebecois),2043005
amenée,6,6,8.666666666666666,NA,2,NA,6,French (Quebecois),2043005
souviennes,2,2,9,NA,1,NA,10,French (Quebecois),2043005
gardera,2,2,10.5,NA,NA,NA,7,French (Quebecois),2043005
prévenir,5,5,5.2,NA,2,NA,8,French (Quebecois),2043005
pol,125,125,6.696,5,49,21,3,French (Quebecois),2043005
dessi,1,1,4,NA,1,NA,5,French (Quebecois),2043005
max,558,558,5.989247311827957,24,406,33,3,French (Quebecois),2043005
catherine,165,165,6.7696969696969695,2,65,34,9,French (Quebecois),2043005
habituée,6,6,9.333333333333334,NA,1,NA,8,French (Quebecois),2043005
cactus,20,20,5.3,1,12,NA,6,French (Quebecois),2043005
dénivellation,1,1,13,NA,1,NA,13,French (Quebecois),2043005
reculons,2,2,9.5,NA,1,NA,8,French (Quebecois),2043005
tutu,37,37,4.8108108108108105,10,12,2,4,French (Quebecois),2043005
tunnel,62,62,5.951612903225806,3,42,1,6,French (Quebecois),2043005
captus,1,1,5,NA,1,NA,6,French (Quebecois),2043005
machins,11,11,11.454545454545455,NA,4,NA,7,French (Quebecois),2043005
tulipe,11,11,6.636363636363637,1,6,NA,6,French (Quebecois),2043005
l'aura,3,3,7,NA,NA,NA,6,French (Quebecois),2043005
sweat,3,3,6.666666666666667,NA,NA,NA,5,French (Quebecois),2043005
abandonner,2,2,8,NA,1,NA,10,French (Quebecois),2043005
oisillon,1,1,9,NA,NA,NA,8,French (Quebecois),2043005
t'apprenait,1,1,9,NA,NA,NA,11,French (Quebecois),2043005
novice,1,1,7,NA,NA,NA,6,French (Quebecois),2043005
peintures,12,12,10,NA,5,NA,9,French (Quebecois),2043005
comptées,3,3,7.666666666666667,NA,2,NA,8,French (Quebecois),2043005
crié,14,14,6.571428571428571,NA,4,NA,4,French (Quebecois),2043005
insiste,2,2,5.5,NA,NA,1,7,French (Quebecois),2043005
arrangées,1,1,5,NA,NA,NA,9,French (Quebecois),2043005
manoeuvrer,2,2,10.5,NA,NA,NA,10,French (Quebecois),2043005
t'attendais,2,2,3.5,NA,NA,NA,11,French (Quebecois),2043005
t'énerver,8,8,5.875,NA,NA,NA,9,French (Quebecois),2043005
séchera,1,1,4,NA,NA,NA,7,French (Quebecois),2043005
jogging,8,8,10.25,NA,4,NA,7,French (Quebecois),2043005
inventé,28,28,8.821428571428571,NA,6,NA,7,French (Quebecois),2043005
offres,3,3,15,NA,NA,NA,6,French (Quebecois),2043005
soin,21,21,9.19047619047619,NA,7,NA,4,French (Quebecois),2043005
frire,1,1,8,NA,1,NA,5,French (Quebecois),2043005
essayais,3,3,6.333333333333333,NA,NA,NA,8,French (Quebecois),2043005
prunier,3,3,11,NA,1,NA,7,French (Quebecois),2043005
dîné,3,3,11.333333333333334,NA,NA,NA,4,French (Quebecois),2043005
flacon,4,4,10.5,NA,2,NA,6,French (Quebecois),2043005
réparateur,4,4,7.5,NA,1,NA,10,French (Quebecois),2043005
m'amuser,7,7,18.142857142857142,NA,NA,NA,8,French (Quebecois),2043005
boing,9,9,1.8888888888888888,5,4,NA,5,French (Quebecois),2043005
embarquer,13,13,7.615384615384615,NA,6,NA,9,French (Quebecois),2043005
brisé,11,11,5.181818181818182,NA,7,NA,5,French (Quebecois),2043005
passagers,5,5,5.4,NA,3,NA,9,French (Quebecois),2043005
passager,4,4,11.25,NA,1,NA,8,French (Quebecois),2043005
débarque,8,8,6.5,NA,3,NA,8,French (Quebecois),2043005
rendu,21,21,8.952380952380953,NA,6,NA,5,French (Quebecois),2043005
chanceuse,5,5,3.8,NA,2,1,9,French (Quebecois),2043005
embarque,5,5,9.4,NA,NA,NA,8,French (Quebecois),2043005
ouvre-toi,2,2,2,NA,1,1,9,French (Quebecois),2043005
orteils,20,20,5.95,NA,16,NA,7,French (Quebecois),2043005
gulliver,1,1,4,NA,NA,NA,8,French (Quebecois),2043005
chanceuses,1,1,3,NA,1,NA,10,French (Quebecois),2043005
effaces,13,13,4.384615384615385,NA,9,NA,7,French (Quebecois),2043005
regarde-moi,9,9,2.888888888888889,3,2,3,11,French (Quebecois),2043005
effacé,6,6,4.166666666666667,NA,5,NA,6,French (Quebecois),2043005
d'effacer,6,6,3.3333333333333335,NA,NA,NA,9,French (Quebecois),2043005
s'efface,8,8,6.875,NA,NA,NA,8,French (Quebecois),2043005
efface,38,38,4.447368421052632,NA,14,8,6,French (Quebecois),2043005
l'effacer,6,6,6.666666666666667,NA,NA,NA,9,French (Quebecois),2043005
fondre,17,17,10.411764705882353,NA,4,NA,6,French (Quebecois),2043005
pinceaux,18,18,7.611111111111111,NA,10,NA,8,French (Quebecois),2043005
aha,13,13,1.1538461538461537,12,NA,1,3,French (Quebecois),2043005
ordinateur,30,30,7.966666666666667,NA,14,NA,10,French (Quebecois),2043005
l'apporter,11,11,5.454545454545454,NA,NA,NA,10,French (Quebecois),2043005
dormez,19,19,6.052631578947368,NA,NA,12,6,French (Quebecois),2043005
couac,12,12,8.583333333333334,2,5,NA,5,French (Quebecois),2043005
suivre,33,33,9.727272727272727,NA,8,NA,6,French (Quebecois),2043005
moumouche,2,2,6,NA,1,NA,9,French (Quebecois),2043005
mouchette,2,2,3,NA,1,NA,9,French (Quebecois),2043005
ramollir,1,1,6,NA,NA,NA,8,French (Quebecois),2043005
p pattes,1,1,1,1,NA,NA,8,French (Quebecois),2043005
tait,2,2,11,NA,1,NA,4,French (Quebecois),2043005
chatons,9,9,7,NA,6,NA,7,French (Quebecois),2043005
humains,3,3,16,NA,3,NA,7,French (Quebecois),2043005
humain,2,2,9,NA,2,NA,6,French (Quebecois),2043005
miaule,3,3,3.6666666666666665,NA,1,NA,6,French (Quebecois),2043005
galette,93,93,7.612903225806452,NA,54,NA,7,French (Quebecois),2043005
superman,2,2,3.5,NA,2,NA,8,French (Quebecois),2043005
meilleures,10,10,10.3,NA,1,NA,10,French (Quebecois),2043005
finirai,3,3,6,NA,NA,NA,7,French (Quebecois),2043005
d'explications,1,1,5,NA,NA,NA,14,French (Quebecois),2043005
l'écart,1,1,5,NA,NA,NA,7,French (Quebecois),2043005
charline,6,6,3.5,1,2,2,8,French (Quebecois),2043005
exécuter,1,1,6,NA,1,NA,8,French (Quebecois),2043005
adroite,2,2,4,NA,2,NA,7,French (Quebecois),2043005
bandit,5,5,7.8,NA,3,NA,6,French (Quebecois),2043005
spatule,5,5,2.8,3,2,NA,7,French (Quebecois),2043005
travaillais,2,2,11,NA,1,NA,11,French (Quebecois),2043005
mémère,2,2,5,NA,2,NA,6,French (Quebecois),2043005
dis-le,7,7,6.857142857142857,NA,NA,1,6,French (Quebecois),2043005
cachotteries,2,2,11.5,NA,NA,NA,12,French (Quebecois),2043005
saint_nicholas,1,1,3,NA,1,NA,14,French (Quebecois),2043005
existait,9,9,16.88888888888889,NA,1,NA,8,French (Quebecois),2043005
indique,3,3,3.6666666666666665,NA,1,NA,7,French (Quebecois),2043005
l'oublies,2,2,8,NA,NA,NA,9,French (Quebecois),2043005
faudra-t-il,1,1,7,NA,NA,NA,11,French (Quebecois),2043005
âgé,5,5,9.2,NA,1,NA,3,French (Quebecois),2043005
âgée,3,3,8.666666666666666,NA,1,NA,4,French (Quebecois),2043005
moka,1,1,2,NA,1,NA,4,French (Quebecois),2043005
diriges,3,3,6.333333333333333,NA,NA,NA,7,French (Quebecois),2043005
opérations,1,1,7,NA,1,NA,10,French (Quebecois),2043005
d'affaire,3,3,5.666666666666667,NA,NA,NA,9,French (Quebecois),2043005
garniture,1,1,13,NA,NA,NA,9,French (Quebecois),2043005
vieillir,1,1,7,NA,NA,NA,8,French (Quebecois),2043005
peins,11,11,10.727272727272727,NA,NA,NA,5,French (Quebecois),2043005
nadia,1,1,5,NA,1,NA,5,French (Quebecois),2043005
titres,3,3,16.666666666666668,NA,NA,NA,6,French (Quebecois),2043005
compact_disc,1,1,6,NA,1,NA,12,French (Quebecois),2043005
frappé,4,4,6,NA,NA,NA,6,French (Quebecois),2043005
consolé,2,2,4.5,NA,1,NA,7,French (Quebecois),2043005
brutales,1,1,7,NA,1,NA,8,French (Quebecois),2043005
florence,32,32,6.5625,3,12,6,8,French (Quebecois),2043005
fonctionné,2,2,8,NA,2,NA,10,French (Quebecois),2043005
carabistouille,5,5,6.4,NA,4,NA,14,French (Quebecois),2043005
t'appellera,2,2,8,NA,NA,NA,11,French (Quebecois),2043005
prunelle,1,1,12,NA,NA,NA,8,French (Quebecois),2043005
proprement,12,12,5.916666666666667,1,6,2,10,French (Quebecois),2043005
david,47,47,7.404255319148936,1,25,6,5,French (Quebecois),2043005
cous,2,2,3.5,1,1,NA,4,French (Quebecois),2043005
tweety,1,1,1,1,NA,NA,6,French (Quebecois),2043005
canari,32,32,5.0625,1,22,NA,6,French (Quebecois),2043005
mélangée,3,3,6,NA,NA,NA,8,French (Quebecois),2043005
t'ennuie,9,9,12.444444444444445,NA,NA,NA,8,French (Quebecois),2043005
prendez,1,1,2,NA,1,NA,7,French (Quebecois),2043005
presqu'aussi,1,1,9,NA,NA,NA,12,French (Quebecois),2043005
miennes,5,5,12.6,NA,1,NA,7,French (Quebecois),2043005
fraîches,5,5,8.6,NA,NA,NA,8,French (Quebecois),2043005
intéresse,7,7,10.714285714285714,NA,1,NA,9,French (Quebecois),2043005
guérir,9,9,6.444444444444445,NA,8,NA,6,French (Quebecois),2043005
consoles,1,1,9,NA,NA,NA,8,French (Quebecois),2043005
pleurera,1,1,9,NA,NA,NA,8,French (Quebecois),2043005
ennuyer,1,1,12,NA,NA,NA,7,French (Quebecois),2043005
caderousselle,1,1,1,1,NA,NA,13,French (Quebecois),2043005
prénommée,1,1,7,NA,NA,NA,9,French (Quebecois),2043005
vieillit,1,1,11,NA,NA,NA,8,French (Quebecois),2043005
limité,3,3,9.666666666666666,NA,NA,NA,6,French (Quebecois),2043005
scottex,2,2,7,NA,1,NA,7,French (Quebecois),2043005
d'autant,4,4,7.75,NA,NA,NA,8,French (Quebecois),2043005
nettes,1,1,4,NA,1,NA,6,French (Quebecois),2043005
entretien,2,2,7,NA,1,NA,9,French (Quebecois),2043005
nettoyées,1,1,4,NA,1,NA,9,French (Quebecois),2043005
sauts,3,3,9,NA,1,NA,5,French (Quebecois),2043005
calme-toi,5,5,4.8,NA,3,1,9,French (Quebecois),2043005
week+end,66,66,11.015151515151516,1,32,NA,8,French (Quebecois),2043005
traînée,2,2,11.5,NA,NA,NA,7,French (Quebecois),2043005
décollait,1,1,12,NA,1,NA,9,French (Quebecois),2043005
nécessairement,1,1,13,NA,1,NA,14,French (Quebecois),2043005
poursuivait,1,1,8,NA,NA,NA,11,French (Quebecois),2043005
titi,275,275,6.734545454545454,7,186,4,4,French (Quebecois),2043005
obéit,5,5,5.8,NA,1,NA,5,French (Quebecois),2043005
lisses,2,2,11,NA,NA,NA,6,French (Quebecois),2043005
esmeralda,5,5,5,2,2,1,9,French (Quebecois),2043005
arrangée,3,3,6,NA,2,NA,8,French (Quebecois),2043005
coiffeuse,6,6,6.333333333333333,1,3,NA,9,French (Quebecois),2043005
coiffe-moi,2,2,1,2,NA,NA,10,French (Quebecois),2043005
bancontact,3,3,5.666666666666667,NA,3,NA,10,French (Quebecois),2043005
bancontacts,1,1,4,NA,1,NA,11,French (Quebecois),2043005
punis,1,1,4,NA,NA,NA,5,French (Quebecois),2043005
accompagner,5,5,8.4,NA,3,NA,11,French (Quebecois),2043005
t'accompagner,2,2,4,NA,NA,NA,13,French (Quebecois),2043005
t'ennuyait,1,1,8,NA,NA,NA,10,French (Quebecois),2043005
flottait,1,1,5,NA,NA,NA,8,French (Quebecois),2043005
flottais,1,1,5,NA,NA,NA,8,French (Quebecois),2043005
micros,11,11,6.636363636363637,NA,7,NA,6,French (Quebecois),2043005
déménagement,6,6,9.833333333333334,NA,4,NA,12,French (Quebecois),2043005
énerve,3,3,3.6666666666666665,NA,1,NA,6,French (Quebecois),2043005
tresses,9,9,7.555555555555555,NA,7,NA,7,French (Quebecois),2043005
récalcitrants,1,1,10,NA,NA,NA,13,French (Quebecois),2043005
désordonnés,1,1,18,NA,NA,NA,11,French (Quebecois),2043005
coiffure,20,20,8.35,1,14,NA,8,French (Quebecois),2043005
l'était,2,2,25,NA,NA,NA,7,French (Quebecois),2043005
demoiselle,3,3,8.666666666666666,NA,NA,NA,10,French (Quebecois),2043005
décolleté,3,3,7,NA,1,NA,9,French (Quebecois),2043005
mandarine,36,36,5.916666666666667,2,25,NA,9,French (Quebecois),2043005
tenez,21,21,3.9047619047619047,9,4,6,5,French (Quebecois),2043005
givre,3,3,10.666666666666666,NA,2,NA,5,French (Quebecois),2043005
destiné,2,2,9.5,NA,NA,NA,7,French (Quebecois),2043005
humide,5,5,6.6,NA,1,1,6,French (Quebecois),2043005
chemisette,3,3,7,NA,3,NA,10,French (Quebecois),2043005
sauriez,1,1,7,NA,NA,NA,7,French (Quebecois),2043005
surement,11,11,7.545454545454546,NA,2,2,8,French (Quebecois),2043005
compléter,3,3,7,NA,2,NA,9,French (Quebecois),2043005
s'attache,6,6,4.833333333333333,NA,NA,NA,9,French (Quebecois),2043005
pèsera,1,1,8,NA,NA,NA,6,French (Quebecois),2043005
écouteurs,7,7,8.571428571428571,NA,1,NA,9,French (Quebecois),2043005
l'essayera,1,1,3,NA,NA,NA,10,French (Quebecois),2043005
surprises,17,17,7.764705882352941,NA,8,NA,9,French (Quebecois),2043005
crocro,322,322,6.605590062111801,6,124,72,6,French (Quebecois),2043005
cric,15,15,8.8,1,4,8,4,French (Quebecois),2043005
aide-toi,7,7,1.4285714285714286,4,NA,3,8,French (Quebecois),2043005
deviner,18,18,8.944444444444445,NA,7,NA,7,French (Quebecois),2043005
dalmatien,8,8,5.375,NA,7,NA,9,French (Quebecois),2043005
couronne,84,84,7.75,1,53,NA,8,French (Quebecois),2043005
bicyclette,39,39,7.102564102564102,NA,26,NA,10,French (Quebecois),2043005
becs,4,4,5.75,NA,3,NA,4,French (Quebecois),2043005
violette,39,39,6.641025641025641,NA,18,9,8,French (Quebecois),2043005
l'essaie,3,3,5,NA,NA,NA,8,French (Quebecois),2043005
enregistreuse,1,1,5,NA,1,NA,13,French (Quebecois),2043005
avançait,3,3,8.666666666666666,NA,1,NA,8,French (Quebecois),2043005
reculait,1,1,7,NA,NA,NA,8,French (Quebecois),2043005
basse+cour,10,10,7.8,1,7,NA,10,French (Quebecois),2043005
